id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
53499,Wrigley 2 BD/ 2 Bath Duplex:OD2R,87231,Steve And JoAnne,,Lake View,41.933815069108,-87.66638999723857,Entire home/apt,95,1,80,2018-03-27,0.88,17,14
56802,Beautiful 2 BR Old Town Lincoln Pk,87231,Steve And JoAnne,,Lincoln Park,41.91264188381096,-87.63979373615418,Entire home/apt,155,1,212,2018-03-28,2.39,17,161
71930,"Rest, Relax and Explore",334241,Michael And Veronica,,West Town,41.8968655518506,-87.67988892129965,Private room,59,4,41,2018-03-31,0.49,2,92
79101,5★Cubs/Beach!AragonTRAIN2Bdrms/Ba,272671,Two For The Road,,Uptown,41.967924062527324,-87.657568608925,Private room,180,2,142,2018-03-18,1.65,4,334
84042,The Explorer Room,334241,Michael And Veronica,,West Town,41.89693077410186,-87.68032885587718,Private room,60,3,33,2017-10-07,0.39,2,93
95544,Chandelier Factory Loft in Wicker Park/Bucktown!,508566,Amy,,Logan Square,41.916611422723484,-87.68487368484526,Entire home/apt,170,1,63,2017-10-21,0.74,1,342
110705,Fab Value!/ Spa /Deck/ARAGON/TRAIN,272671,Two For The Road,,Uptown,41.96930173595451,-87.65621311417983,Private room,99,2,113,2018-03-11,1.35,4,330
126280,"Near Lake, Wrigley and Weiss Hospital",626517,Gail,,Uptown,41.96803814616759,-87.65122778834323,Private room,48,3,125,2018-04-10,1.50,1,127
131096,Reliable Host + Comfy Double Bed (Green Room),645234,Carol,,Avondale,41.933612189402204,-87.7197664634286,Private room,35,2,87,2018-02-18,3.00,1,5
133262,"Live, Work, Play, Stay!  Chicago!",654712,Francesca,,West Town,41.89242541377849,-87.6807822185988,Entire home/apt,65,10,29,2017-11-14,0.44,1,17
145659,Trendy Roscoe Village 3BR/2BR w/Fire Place~Cozy,683529,Joe,,North Center,41.943639815744184,-87.6815473926043,Entire home/apt,275,2,8,2018-03-18,0.26,20,325
145690,4BR/2BR Walk to North Ave Beach & Zoo~Close to El,683529,Joe,,Lincoln Park,41.913508047715474,-87.63929445975575,Entire home/apt,475,2,29,2018-03-25,0.83,20,337
149873,Modern and Homey Duplex (3Br-3Ba),709363,Bogdan,,Humboldt Park,41.912976882785564,-87.70428685273608,Entire home/apt,197,2,156,2018-01-01,1.88,2,305
165952,"Two Bedroom, One Bathroom Apartment",791089,Conrad,,Lake View,41.942742766774,-87.67321400863028,Entire home/apt,198,3,48,2018-04-07,0.59,4,332
166667,Cozy Garden Studio ,791089,Conrad,,North Center,41.94274440199624,-87.67377760573505,Entire home/apt,105,3,62,2018-04-01,0.76,4,335
166706,"Three Bedroom, Two Bathroom Combo Apartment",791089,Conrad,,Lake View,41.94221334111484,-87.67326789780779,Entire home/apt,280,3,21,2017-07-10,0.26,4,309
172616,ALONZO: Wicker Park Art-filled Loft,3908,Layne,,West Town,41.8975265876515,-87.67315488384683,Entire home/apt,150,15,55,2016-10-16,0.67,1,226
175511,1BR/1BA Suite in Chicago,837429,Peter,,Irving Park,41.960118175528955,-87.72157978665592,Entire home/apt,47,5,14,2017-12-01,0.17,1,358
184764,Room w/private bath -kid friendly,886362,Julie,,Portage Park,41.94325157947286,-87.75403380526285,Private room,85,3,154,2017-07-21,1.89,1,280
189821,Private Apartment Hip Logan Square,899757,Meighan,,Logan Square,41.929729293722936,-87.7011975405122,Entire home/apt,150,2,351,2018-04-09,4.38,1,189
192652,Urban Oasis--Wicker Park Vintage,906713,Stephanie,,West Town,41.90135950242569,-87.67973399837447,Private room,65,2,275,2018-04-08,3.38,2,227
198135,Darling Damen Dwelling (with bike if you like),85708,Sarah,,North Center,41.95935102337129,-87.67963450534127,Private room,44,2,127,2018-04-08,1.64,1,42
199681,Private room in sunny three bedroom,975571,Steve And Peter,,West Ridge,41.994170030083346,-87.69202956486721,Private room,40,1,100,2018-03-17,1.24,4,155
207116,Small private room by downtown-Yellow,1019096,Tippi,,West Town,41.89180828672589,-87.67386022729735,Private room,45,2,172,2018-03-18,2.16,3,278
207218,Historic Pullman Artist Flat,1019125,Jb,,Pullman,41.68830467255806,-87.6089249313565,Entire home/apt,100,1,204,2018-03-18,2.54,1,332
220660,Small private room by downtown-Orange,1019096,Tippi,,West Town,41.89152738076637,-87.67378241338517,Private room,45,2,167,2017-12-27,2.09,3,291
221109,1 Bedroom Apartment -Noble Square,1146738,Zeyna,,West Town,41.892727044742486,-87.65653715674584,Entire home/apt,115,4,100,2018-03-20,1.26,1,0
223777,Bohemiam Bedroom in Hip 'Hood,1163561,Elizabeth & Mike,,West Town,41.90121895443964,-87.69640925607162,Private room,70,1,35,2017-10-09,0.63,1,363
225314,Comfy room 2 blocks to Blue Line L (now with AC),1173654,Jillian,,Logan Square,41.92542934858024,-87.69592681869976,Private room,75,2,18,2017-09-16,0.26,1,344
228273,Amazing Lincoln Park Location!!,1190842,Brandon,,Lincoln Park,41.93125640368625,-87.65227337932075,Private room,109,2,33,2017-11-12,0.41,1,330
229826,Gorgeous Apartment in Chicago,1152621,Tamara,,West Town,41.90094213151864,-87.68367818242535,Entire home/apt,175,2,44,2018-03-18,0.94,2,21
230836,Huge Bedroom with pvt marble bath,1185573,Graz Anton,,Uptown,41.9633116883116,-87.66088494166692,Private room,125,365,4,2013-06-13,0.06,2,365
233933,ROOM W/PRIVATE BATH-WALK TO TRAINS,1224828,Jeannie,,Irving Park,41.95602262530578,-87.72780856180506,Private room,55,2,129,2017-11-12,1.63,1,21
234442,Beautifully Furnished Studio SW2R,87231,Steve And JoAnne,,Lincoln Park,41.913365689782744,-87.63918044466307,Entire home/apt,85,1,168,2018-03-31,2.12,17,201
236792,Modern Luxury Condo in Lakeview,1241447,Dana,,Uptown,41.95939489963621,-87.6544093301666,Entire home/apt,165,3,34,2018-03-12,0.55,1,289
241514,Gay friendly apartment in Chicago,1267472,Pedro,,Edgewater,41.99075202452927,-87.66556962632826,Private room,55,2,123,2018-03-18,1.57,1,142
242751,Junior 1 bedroom in Old Town :SW1F,87231,Steve And JoAnne,,Lincoln Park,41.91290649395912,-87.63838880598111,Entire home/apt,75,1,199,2018-04-02,2.54,17,197
248791,Quiet Bedroom/ARAGON/Train,272671,Two For The Road,,Uptown,41.96797300773915,-87.6579127276977,Private room,90,2,86,2018-03-11,1.10,4,334
257601,DOWNTOWN High Rise Apartment In Loop,1291732,J & S,,Loop,41.87792373289407,-87.62513550733743,Private room,33,3,341,2018-03-21,4.36,7,76
264547,Steps From the Best Chicago Offers,1387948,Michael,,Near West Side,41.884672485955456,-87.6448742012816,Entire home/apt,195,5,51,2017-06-30,0.71,1,348
267646,Logan Square Classic Bungalow,1313038,Mark,,Logan Square,41.927161465626625,-87.70470573479164,Private room,93,2,115,2017-10-09,1.49,1,286
272728,Quiet room in Quiet neighborhood!,1426804,Afri,,Chatham,41.72762916820477,-87.61307179593271,Private room,40,2,201,2017-11-12,2.64,1,250
274784,Modern Condo steps from Wrigley Field & Boystown,1436528,Eric,,Lake View,41.94563276335395,-87.64940746302494,Private room,80,2,32,2017-11-20,0.45,1,197
287539,Private room by downtown-Purple,1019096,Tippi,,West Town,41.89150666562209,-87.67216108003775,Private room,65,2,165,2018-03-11,2.24,3,343
289884,Sunny Room in a Coach House w/ YOUR OWN BATHROOM!,1500490,Hailey,,Logan Square,41.92410783097591,-87.68525130666143,Private room,125,1,69,2017-11-12,0.98,1,365
290155,Fantastic LARGE 3 BR.  Close to Everything HotTub.,1505878,Robert,,Bridgeport,41.82701784764891,-87.63966882062866,Entire home/apt,131,3,23,2018-03-03,0.30,2,142
308331,"Charming, Cozy and Comfortable Condo",1546210,Dawn,,Edgewater,41.98566813553344,-87.66049640331198,Private room,65,1,17,2017-10-08,0.93,1,354
312192,3 Queen Bed. Large beautiful Apt. Close to,1505878,Robert,,Bridgeport,41.82767016004475,-87.63959056627908,Entire home/apt,142,3,19,2018-03-24,0.46,2,245
313227,WHOLE PRIVATE FLOOR near Train,259284,Cheryl,,Albany Park,41.96331303185342,-87.7091559761759,Entire home/apt,85,3,47,2017-07-17,0.63,1,285
325842,Lincoln Park Sunny Modern Home,1666599,Caroline,,Lincoln Park,41.92026288980377,-87.65891590384783,Entire home/apt,379,6,24,2016-08-01,0.33,1,238
345075,"Spacious, Vintage Hyde Park Apt.",1746524,Patricia,,Kenwood,41.8077041955891,-87.59435758710873,Private room,85,2,191,2018-03-31,2.59,1,317
349265,Historic Chicago Home - Hyde Park,1517871,Jon,,Hyde Park,41.80085959609879,-87.58948398453863,Entire home/apt,375,7,7,2014-04-24,0.10,1,365
350347,Lounge in a Luxury Loft near Wrigley Field,845242,Elisa & Jay,,Lake View,41.93985630330037,-87.65472987178352,Entire home/apt,136,3,359,2018-03-31,4.82,1,143
372929,Lux Urban 3BR/3BA Duplex + Parking!,1876597,The Adventurers,,West Town,41.89862159362767,-87.65597415038853,Entire home/apt,295,1,154,2018-03-19,2.33,2,298
375891,Full Size bed in fun Logan Sq.,1890059,Ellyzabeth,,Logan Square,41.923627662668636,-87.70547332256734,Private room,50,1,44,2018-03-23,0.59,1,32
385836,Beautifully furnished studio F409,87231,Steve And JoAnne,,Near North Side,41.90757349900593,-87.63580779539733,Entire home/apt,85,1,214,2018-03-30,2.94,17,66
387336,Lincoln Park Oasis - Unit 1 ONLY,15365,Reem,,Lincoln Park,41.92911991413276,-87.65957775893266,Entire home/apt,230,4,49,2018-03-11,0.70,2,289
395257,Trains to downtown. McCormick. IIT.,1385332,Patt,,Douglas,41.82869303190715,-87.62057772138745,Private room,22,1,3,2017-08-11,0.05,7,77
404792,Eclectic 2BR w/ Vintage Charm,1844352,Christine,,West Town,41.88912969262927,-87.66763217070726,Entire home/apt,130,3,154,2018-01-03,2.19,1,83
408267,"Cozy Room, Classic Chicago House",2032839,Patricia,,Rogers Park,42.01855142974189,-87.66782230243749,Private room,45,2,48,2018-04-11,0.66,2,346
408268,Private Room near Lake and Train,2032839,Patricia,,Rogers Park,42.01815147913542,-87.66836729699082,Private room,45,2,58,2018-02-19,0.83,2,351
412182,Spacious + Convenient Logan Square One-bed Apt,2052009,Sarah,,Logan Square,41.91891126577995,-87.69902165752863,Entire home/apt,90,2,87,2018-03-31,1.20,1,298
422214,*Wicker Park*2 units*Sleeps 6-18*By train/downtown,1802802,Niki,,West Town,41.89843163788289,-87.66659354622642,Entire home/apt,250,2,98,2018-03-19,1.36,1,306
426528,Large Luxury Loft in Old Town A310,87231,Steve And JoAnne,,Near North Side,41.90770643065148,-87.63449496678754,Entire home/apt,85,1,171,2018-03-25,2.38,17,43
438850,HIGH RISE IN DOWNTOWN CHICAGO LOOP,1291732,J & S,,Loop,41.877939815479046,-87.62465301276771,Private room,29,3,213,2018-03-31,3.00,7,76
446474,Vintage Ukrainian Village Apt!,2217180,Yuri,,West Town,41.90095192262419,-87.68181153802931,Entire home/apt,175,3,4,2015-08-15,0.06,1,104
450648,Luxury Space - Come & Relax,2204693,Dl,,Near South Side,41.86614374687599,-87.62275057497992,Private room,119,3,33,2017-09-06,0.46,1,141
464581,"Large, Private Logan Square Studio",2308792,Jonathan,,Logan Square,41.924507107309786,-87.69385240222576,Entire home/apt,49,1,482,2018-04-09,7.01,2,129
477733,(Website hidden by Airbnb),2367351,Leila,,Lower West Side,41.85329392583745,-87.66539433476859,Entire home/apt,200,2,142,2016-10-30,1.99,1,301
479086,Hostel Earphoria,337459,Earphoria,,Avondale,41.932449517014554,-87.71528138037412,Shared room,20,1,132,2018-02-25,1.84,1,348
481299,Studio loft with balcony Old Town,87231,Steve And JoAnne,,Near North Side,41.90606584873612,-87.63437538726835,Entire home/apt,85,1,113,2018-01-27,1.58,17,39
484898,Charming 1906 cottage Northside,2400107,Allison,,Uptown,41.97053392423565,-87.67266978103444,Entire home/apt,225,3,13,2017-08-12,0.19,1,57
485214,Private bedrm. Train downtown. Bike,1385332,Patt,,Douglas,41.829890415107435,-87.62125883159375,Private room,28,1,4,2015-08-16,0.06,7,50
488097,Chicago room minutes from Downtown,2414938,Sara,,West Town,41.91173410023907,-87.67310426543682,Private room,60,3,5,2017-05-02,0.23,1,71
496809,"Spacious Room with plush King Bed, Rogers Park",2453507,Estelle,,Rogers Park,42.004351497722936,-87.67500775142676,Private room,85,3,35,2017-10-08,0.69,3,363
507517,Private Lincoln Square Garden Apt,2501182,Nate,,Lincoln Square,41.967136853835534,-87.69610721690674,Entire home/apt,95,2,211,2018-04-02,3.00,1,309
533831,Perfect Lincoln Park home in a great location!,483146,Sasha,,Lincoln Park,41.91269299893785,-87.64250486324484,Entire home/apt,290,2,46,2018-02-03,0.65,2,335
542067,Logan Square Modern Vintage Garden,2273840,Sarah,,Logan Square,41.93065451091687,-87.70088542382658,Entire home/apt,140,2,216,2018-03-17,3.06,1,322
548905,Home Away From Home,2698691,Leo,,Grand Boulevard,41.82292601769917,-87.61558982823394,Entire home/apt,75,2,177,2018-03-25,2.59,3,306
555140,"Vintage, Cozy & Fun!",869291,Robert,,West Town,41.90599986241573,-87.69500650614859,Entire home/apt,115,3,169,2018-03-31,2.44,1,356
584590,"Spacious Bedroom, steps to El train",2880338,Elizabeth,,Lincoln Square,41.96364339673461,-87.68382459870884,Private room,75,2,37,2017-10-22,0.53,4,84
585353,Great neighborhood! Price Drop *,2885441,Tracy,,West Town,41.889562108266794,-87.66267336337219,Private room,82,1,84,2018-03-07,1.20,7,347
585356,"Price Drop! Great Deal, Great area!",2885441,Tracy,,West Town,41.88998160390825,-87.66239843280879,Private room,74,1,82,2018-03-26,1.18,7,287
589871,Beautiful House for rent Edgebrook,2824576,Jeff,,Forest Glen,41.993243796292504,-87.75699453676344,Entire home/apt,225,3,6,2017-03-27,0.11,3,226
589939,"Recent Price Drop, awesome area!",2885441,Tracy,,West Town,41.89049179308595,-87.6625997528722,Shared room,87,1,45,2018-01-01,0.64,7,346
594627,Newly Renovated Lakeview Penthouse!,2937256,Matthew,,Lake View,41.94116906344293,-87.67043828777567,Private room,175,1,14,2017-10-09,0.20,1,365
607502,UIC/ PRIVATE BEDROOM w PRIVATE BATH 5 mins to CTA,3010218,Christina,,Near West Side,41.87090806456899,-87.65148960673164,Private room,50,2,178,2018-04-07,2.59,4,55
611839,"Stylish, comfortable room in nice Duplex",3034693,Daniela,,North Center,41.93537398342686,-87.67946487270264,Private room,40,1,95,2018-04-08,1.63,1,237
622561,3Backpacker's Dream. Locking Door! Travellers only,1632307,Tamara,,Austin,41.8725904561184,-87.7796376391126,Private room,42,1,52,2017-09-24,0.75,4,103
622564,4Bed 1.  Backpackers/Nomadas co-ed shared room.,1632307,Tamara,,Austin,41.87148964566113,-87.77874713683775,Shared room,27,1,54,2017-09-17,0.79,4,180
626296,"Superb location, budget-friendly!",2885441,Tracy,,West Town,41.891189156835324,-87.66091368507983,Shared room,48,1,34,2018-03-18,0.49,7,327
628149,Price drop! Affordability+Location!,2885441,Tracy,,West Town,41.89051756987222,-87.66085292624929,Private room,63,1,46,2018-02-01,0.67,7,343
629745,"Warm, bright 2br/2ba in West Town!",2445249,Gary And Cassie,,West Town,41.89375425155419,-87.66545244959197,Entire home/apt,129,2,199,2018-04-08,2.87,1,2
634310,The Stained Glass Apt. Edgewater #1,2915265,Felice,,Edgewater,41.99666559009127,-87.66213059765111,Private room,65,2,67,2017-12-26,0.98,2,225
642053,Garden Apartment,81779,Laura,,West Town,41.905628323968585,-87.6730495345921,Entire home/apt,189,2,5,2017-08-06,0.08,2,334
642065,Bucktown Apartment,81779,Laura,,West Town,41.906816766251424,-87.67312715009442,Entire home/apt,199,2,24,2017-10-02,0.47,2,299
650894,Premium Condo-Gold Coast-Water View,3269423,Gregory,,Near North Side,41.90959270981855,-87.6254114629445,Entire home/apt,245,2,9,2016-09-17,0.13,2,356
651742,Edgebrook Lg bdr by golf course,2824576,Jeff,,Forest Glen,41.9924364018389,-87.7556909514748,Private room,75,2,43,2017-12-01,0.68,3,338
662034,Edgebrook bdr by golf course,2824576,Jeff,,Forest Glen,41.992013095673435,-87.7571942576985,Private room,65,2,42,2017-10-09,0.74,3,251
675641,"Posh Flat, 20 Mins to Downtown.",3230291,David,,Lake View,41.94301272255763,-87.65064139018705,Private room,54,2,285,2018-03-26,4.23,4,68
681842,Bedrm/Bath - Swanky Northside Condo.,3472696,Roxane,,West Ridge,41.9934810393135,-87.68120679336947,Private room,50,2,17,2017-11-06,0.29,1,265
696395,"Sunny Room in Cinema, Noble Square",3566231,Christy,,West Town,41.90112108578706,-87.66521321071933,Private room,75,2,21,2016-08-15,0.36,1,0
697634,"2 BD Condo by downtown,park,lake",3574415,Marv,,Near North Side,41.903023154280916,-87.63498931803369,Entire home/apt,99,31,146,2017-09-27,2.50,2,263
699284,Your Sweet Chicago Home,3586103,Judy,,Lincoln Park,41.929291413030015,-87.64894837949329,Entire home/apt,800,3,41,2017-11-26,0.61,1,346
709870,Off the Beaten Path on Harding Ave,3179866,Nora,,Humboldt Park,41.899995076452704,-87.72140545672036,Entire home/apt,99,3,88,2018-03-15,1.31,1,317
713431,Large Private 3 Bedroom Apartment,718347,Laura And Jeremy,,West Town,41.90893540884136,-87.692132817183,Entire home/apt,119,1,266,2018-03-25,3.96,3,309
718224,Cozy Ranch House Chicago-Evanston ,3703862,Femi,,West Ridge,42.02124644612675,-87.69487252386071,Entire home/apt,170,2,118,2018-04-01,1.77,1,336
722570,Modern & Cozy Lincoln Square Condo!,3731751,Kristi,,Lincoln Square,41.97483912594378,-87.69196442975964,Entire home/apt,139,1,18,2017-06-26,0.27,1,246
724656,*LovelyBrightRoom#1*in*CentralApt*,3745670,Poppy,,West Town,41.90018914075158,-87.69862249729317,Private room,35,1,112,2017-11-19,3.44,2,334
724895,Close to Chicago music Festivals!!!,2885441,Tracy,,West Town,41.88994892635976,-87.66095576854954,Private room,44,1,81,2018-02-28,1.22,7,346
726376,"Spacious Studio, Amazing Location!",2658212,James,,Lake View,41.93932075323109,-87.65217779532081,Entire home/apt,99,2,474,2018-04-07,7.11,5,32
731232,Logan Square-Chicago Prime Location-Longer Stays,3804977,Paul And Nancy,,Logan Square,41.92669069963324,-87.69900170146002,Entire home/apt,170,2,105,2017-09-04,1.57,1,320
732569,Entire 2BR Apt w/ Parking & 3 Beds,3814224,Andrew,,Lower West Side,41.85660588491407,-87.65374942334465,Entire home/apt,119,2,138,2018-03-30,2.07,4,48
732746,LOGAN  FULL APARTMENT FOR RENT,3815777,Mike,,Avondale,41.93334076619417,-87.69353313855785,Entire home/apt,85,1,215,2018-03-27,3.51,1,109
736366,"CLEAN&COZY SPACIOUS CONDO by DOWNTOWN,5mins to CTA",3010218,Christina,,Near West Side,41.87240994990662,-87.65212783478222,Private room,55,2,368,2018-04-04,5.56,4,173
739495,Lovely 2 bedroom in Lincoln Square ,3867687,Janet,,Lincoln Square,41.97846957254454,-87.68086543097282,Entire home/apt,99,4,136,2018-04-02,2.36,1,153
764856,Stunning Downtown Artist Loft (West Loop),2619611,Andrew,,Near West Side,41.887221081262446,-87.64993124922539,Entire home/apt,159,2,105,2018-04-12,1.60,1,100
773127,Comfy Room & Bike in Roscoe Village,4009750,Matt,,North Center,41.94994021377551,-87.6819956002529,Private room,84,2,128,2017-06-04,1.94,2,104
783359,Modern Boystown/Wrigleyville 1 BDRM,4129040,Michael,,Lake View,41.948842792677894,-87.6490462233825,Entire home/apt,103,2,11,2018-01-01,0.37,1,0
789429,Guest bedroom with private bath,1185573,Graz Anton,,Uptown,41.96192645342492,-87.66237728436836,Private room,99,365,0,,,2,365
789670,Spacious space in Bucktown 10 min. from the loop,4161186,Christine,,Logan Square,41.916606363034624,-87.67159118685895,Private room,175,1,0,,,1,365
789867,Beautiful Private Room Near CTA With Free Parking,2782694,Cameron,,Lincoln Square,41.96413179791406,-87.67595080694412,Private room,20,2,136,2018-03-27,2.25,1,66
790934,04. Pullout sofa bed in common room,2907254,Joe,,West Ridge,42.01562198871463,-87.68818364000349,Shared room,70,1,132,2018-01-05,2.01,16,90
810974,Charming Rogers Park Bedroom,4264577,Sondra,,Rogers Park,42.001838714745595,-87.66951028558695,Private room,50,2,76,2018-03-21,2.57,1,349
822313,Apt. for 4 - 15 minutes from Loop!,4193348,Dani & Dave,,Lower West Side,41.853064249030005,-87.68209077643321,Entire home/apt,60,3,120,2018-04-08,1.94,1,65
824518,"Cozy, Beautiful & Vintage Drenched",2655877,Bret,,West Town,41.90212918273705,-87.67598206154554,Entire home/apt,139,30,82,2018-04-08,1.31,1,259
834943,Lincoln Square 2 Bedroom Condo - Welles Park View,4367266,Christopher,,Lincoln Square,41.96164109494074,-87.6833441021003,Entire home/apt,75,3,7,2018-03-31,3.82,1,197
861786,CityCondo/Museums/Lake/UIC,4515790,Lucero & Ray,,Near West Side,41.86694413597951,-87.65350108133603,Private room,65,2,238,2018-04-07,3.84,1,218
863120,Cozy Private Room in a unique Chicago Penthouse,4525503,Nejla Yatkin And Enki,,Lincoln Park,41.92169541816429,-87.65958632251967,Private room,85,2,44,2018-04-09,0.76,1,125
872247,Modern one bedroom apartment,3217184,Priti & Osei,,Lower West Side,41.85938632163964,-87.65270646220428,Entire home/apt,125,2,147,2018-01-15,2.44,2,30
873628,"River West, Grand Blue Line Stop",4611613,Russ,,West Town,41.89396863330446,-87.64975380087631,Private room,350,2,79,2017-05-19,1.32,1,365
885614,II Modern I Luxurious I Warm II,4694379,Vik,,Uptown,41.95479098771571,-87.64950161363214,Private room,65,1,104,2018-04-03,1.68,1,79
887038,Lincoln Park Apt - 1 Bedroom plus alcove & futon,101521,Red,,Lincoln Park,41.926304141426215,-87.6556728426622,Entire home/apt,150,32,36,2017-05-26,0.60,4,365
896181,Private Bedroom in AMAZING Location - Wicker Park!,3932195,Megan,,West Town,41.908644007441445,-87.66410377170503,Private room,40,14,22,2017-10-18,0.44,2,195
903996,Private Entrance/Steam Room Ensuite,4019426,Colleen,,Logan Square,41.92649330057919,-87.71379559089439,Private room,110,2,104,2018-03-24,1.78,1,271
909096,THE PLAYHOUSE + ROOFTOP near 606 + Cali Blue Line,4069585,Liz,,Humboldt Park,41.91105362813636,-87.70926949317777,Private room,250,1,174,2018-04-05,2.77,12,346
911086,Couch surf in historic West Loop mansion,4870995,Charles,,Near West Side,41.883361787916705,-87.66760555855352,Shared room,80,1,14,2018-03-12,0.23,1,346
921884,Downtown Apartment - Private room and bath,1291732,J & S,,Loop,41.88086405289048,-87.62466712775851,Private room,249,1,113,2017-01-13,1.81,7,179
927327,Beautiful Home in Wicker Park,4989824,Jon,,West Town,41.90528686674139,-87.68346940732108,Entire home/apt,1250,1,22,2018-01-25,0.37,1,349
929914,Charming apartment in Old Town,5007980,Lynn,,Lincoln Park,41.9131611067301,-87.63813123480122,Entire home/apt,115,3,206,2018-04-08,3.36,1,217
931105,Modern Guest Bedroom Room in Designers House,5015135,Samantha,,East Garfield Park,41.88449047732188,-87.69659261772274,Private room,75,3,20,2017-08-13,0.33,1,362
949514,Modern Loft-Style Pad in Wicker!,5148353,Steven,,West Town,41.90677327702899,-87.6678803560668,Private room,60,3,98,2018-03-18,1.57,1,0
956612,Sunny apartment  in Lincoln Square,229947,Nancy,,Lincoln Square,41.96748420187544,-87.69774798653113,Private room,85,1,39,2017-09-23,0.65,1,0
